0.456646,0
0.502985,0.032766
0.476028,0.0310096
0.496012,0.0289899
0.495708,0.0231935
0.492961,0.0194899
0.495493,0.0168691
0.494858,0.0147724
0.501828,0.0146837
0.506394,0.0139072
0.50445,0.0127781
0.50699,0.0119629
0.506744,0.0110452
0.507175,0.0102647
0.505479,0.00971949
0.508615,0.00960456
0.50896,0.00904577
0.507601,0.00864469
0.507688,0.00819014
0.505419,0.00808886
0.504399,0.00776767
0.503605,0.00745508
0.502794,0.00717489
0.503193,0.00688698
0.504293,0.00669878
0.504593,0.00644787
0.505569,0.00628246
0.505949,0.00606955
0.506554,0.00589031
0.506531,0.00569401
0.505764,0.00556165
0.504886,0.00545676
0.506219,0.0054517
0.504607,0.00552455
0.504065,0.00539325
0.503789,0.00525045
0.504829,0.00521037
0.504561,0.00508011
0.504497,0.00495025
0.50366,0.00489685
0.503773,0.00477873
0.503827,0.00466526
0.503878,0.00455704
0.503199,0.00450371
0.50301,0.00440761
0.502786,0.00431746
0.502452,0.00423851
0.502301,0.0041529
0.502522,0.00407404
0.502191,0.004006
0.502344,0.00393039
0.501825,0.00388898
0.502225,0.00383613
0.501589,0.00381753
0.501251,0.00376299
0.50102,0.00370287
0.501545,0.00367495
0.501032,0.00364723
0.500675,0.00360289
0.500854,0.00354732
0.499879,0.00362088
0.500704,0.00365529
0.500697,0.00359727
0.500935,0.00354893
0.501261,0.0035093
0.50124,0.00345618
0.502142,0.00352012
0.501995,0.00347139
0.502403,0.0034449
0.503536,0.00357731
0.503753,0.00353351
0.503759,0.00348444
0.50398,0.00344372
0.50309,0.00351021
0.503112,0.00346347
0.50356,0.00344675
0.503015,0.00344481
0.50354,0.00344035
0.503935,0.00341937
0.504052,0.00337866
0.504752,0.00340871
0.505084,0.00338326
0.504825,0.00335245
0.504764,0.00331309
0.504186,0.00332408
0.504168,0.00328548
0.504057,0.00324959
0.503582,0.00324718
0.503382,0.00321682
0.503583,0.00318735
0.502754,0.00325842
0.502306,0.00325371
0.502027,0.00323066
0.502016,0.00319631
0.501609,0.00318848
0.501519,0.00315654
0.501633,0.00312605
0.501401,0.00310276
0.501149,0.00308161
0.501214,0.00305148
